Year_Month,Card_type,Line,Trip
Oct-19,Adult,F8 Cockatoo Island,30568
Oct-19,CTP,F8 Cockatoo Island,5490
Oct-19,Child/Youth,F8 Cockatoo Island,4234
Oct-19,Concession,F8 Cockatoo Island,1036
Oct-19,Day Pass Child/Youth w/o SAF,F8 Cockatoo Island,100
Oct-19,Day Pass without SAF,F8 Cockatoo Island,6
Oct-19,Employee,F8 Cockatoo Island,234
Oct-19,Free Travel,F8 Cockatoo Island,58
Oct-19,School Student,F8 Cockatoo Island,154
Oct-19,Senior/Pensioner,F8 Cockatoo Island,9285
Oct-19,Sgl Trip Ferry Adult,F8 Cockatoo Island,922
Oct-19,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,268
Nov-19,Adult,118F Newcastle,21780
Nov-19,Child/Youth,118F Newcastle,3114
Nov-19,Concession,118F Newcastle,822
Nov-19,Employee,118F Newcastle,490
Nov-19,Free Travel,118F Newcastle,469
Nov-19,School Student,118F Newcastle,1353
Nov-19,Senior/Pensioner,118F Newcastle,10287
Nov-19,Adult,F1 Manly,208795
Nov-19,CTP,F1 Manly,46550
Nov-19,Child/Youth,F1 Manly,18365
Nov-19,Concession,F1 Manly,6654
Nov-19,Day Pass Child/Youth w/o SAF,F1 Manly,25
Nov-19,Day Pass without SAF,F1 Manly,65
Nov-19,Employee,F1 Manly,1430
Nov-19,Free Travel,F1 Manly,644
Nov-19,School Student,F1 Manly,369
Nov-19,Senior/Pensioner,F1 Manly,59523
Nov-19,Sgl Trip Ferry Adult,F1 Manly,13096
Nov-19,Sgl Trip Ferry Child/Youth,F1 Manly,1540
Nov-19,Adult,F2 Taronga Zoo,61021
Nov-19,CTP,F2 Taronga Zoo,12836
Nov-19,Child/Youth,F2 Taronga Zoo,9635
Nov-19,Concession,F2 Taronga Zoo,1655
Nov-19,Day Pass Child/Youth w/o SAF,F2 Taronga Zoo,201
Nov-19,Day Pass without SAF,F2 Taronga Zoo,14
Nov-19,Employee,F2 Taronga Zoo,358
Nov-19,Free Travel,F2 Taronga Zoo,127
Nov-19,School Student,F2 Taronga Zoo,64
Nov-19,Senior/Pensioner,F2 Taronga Zoo,11722
Nov-19,Sgl Trip Ferry Adult,F2 Taronga Zoo,4057
Nov-19,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,805
Nov-19,Adult,F3 Parramatta River,145338
Nov-19,CTP,F3 Parramatta River,30968
Nov-19,Child/Youth,F3 Parramatta River,13194
Nov-19,Concession,F3 Parramatta River,3393
Nov-19,Day Pass Child/Youth w/o SAF,F3 Parramatta River,94
Nov-19,Day Pass without SAF,F3 Parramatta River,19
Nov-19,Employee,F3 Parramatta River,830
Nov-19,Free Travel,F3 Parramatta River,243
Nov-19,School Student,F3 Parramatta River,597
Nov-19,Senior/Pensioner,F3 Parramatta River,31941
Nov-19,Sgl Trip Ferry Adult,F3 Parramatta River,4808
Nov-19,Sgl Trip Ferry Child/Youth,F3 Parramatta River,905
Nov-19,Adult,F4 Cross Harbour,206627
Nov-19,CTP,F4 Cross Harbour,52344
Nov-19,Child/Youth,F4 Cross Harbour,21838
Nov-19,Concession,F4 Cross Harbour,4892
Nov-19,Day Pass Child/Youth w/o SAF,F4 Cross Harbour,106
Nov-19,Day Pass without SAF,F4 Cross Harbour,7
Nov-19,Employee,F4 Cross Harbour,1335
Nov-19,Free Travel,F4 Cross Harbour,423
Nov-19,School Student,F4 Cross Harbour,606
Nov-19,Senior/Pensioner,F4 Cross Harbour,45335
Nov-19,Sgl Trip Ferry Adult,F4 Cross Harbour,11029
Nov-19,Sgl Trip Ferry Child/Youth,F4 Cross Harbour,1961
Nov-19,Adult,F5 Neutral Bay,29846
Nov-19,CTP,F5 Neutral Bay,7052
Nov-19,Child/Youth,F5 Neutral Bay,1328
Nov-19,Concession,F5 Neutral Bay,816
Nov-19,Day Pass Child/Youth w/o SAF,F5 Neutral Bay,1
Nov-19,Employee,F5 Neutral Bay,262
Nov-19,Free Travel,F5 Neutral Bay,55
Nov-19,School Student,F5 Neutral Bay,55
Nov-19,Senior/Pensioner,F5 Neutral Bay,10708
Nov-19,Sgl Trip Ferry Adult,F5 Neutral Bay,1330
Nov-19,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,192
Nov-19,Adult,F6 Mosman Bay,39700
Nov-19,CTP,F6 Mosman Bay,8387
Nov-19,Child/Youth,F6 Mosman Bay,2004
Nov-19,Concession,F6 Mosman Bay,1500
Nov-19,Day Pass Child/Youth w/o SAF,F6 Mosman Bay,2
Nov-19,Employee,F6 Mosman Bay,314
Nov-19,Free Travel,F6 Mosman Bay,99
Nov-19,School Student,F6 Mosman Bay,131
Nov-19,Senior/Pensioner,F6 Mosman Bay,12216
Nov-19,Sgl Trip Ferry Adult,F6 Mosman Bay,1129
Nov-19,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,203
Nov-19,Adult,F7 Double Bay,10524
Nov-19,CTP,F7 Double Bay,4686
Nov-19,Child/Youth,F7 Double Bay,480
Nov-19,Concession,F7 Double Bay,208
Nov-19,Employee,F7 Double Bay,32
Nov-19,Free Travel,F7 Double Bay,11
Nov-19,Senior/Pensioner,F7 Double Bay,3545
Nov-19,Sgl Trip Ferry Adult,F7 Double Bay,394
Nov-19,Sgl Trip Ferry Child/Youth,F7 Double Bay,53
Nov-19,Adult,F8 Cockatoo Island,30542
Nov-19,CTP,F8 Cockatoo Island,6759
Nov-19,Child/Youth,F8 Cockatoo Island,3921
Nov-19,Concession,F8 Cockatoo Island,1012
Nov-19,Day Pass Child/Youth w/o SAF,F8 Cockatoo Island,2
Nov-19,Day Pass without SAF,F8 Cockatoo Island,6
Nov-19,Employee,F8 Cockatoo Island,252
Nov-19,Free Travel,F8 Cockatoo Island,55
Nov-19,School Student,F8 Cockatoo Island,250
Nov-19,Senior/Pensioner,F8 Cockatoo Island,9084
Nov-19,Sgl Trip Ferry Adult,F8 Cockatoo Island,964
Nov-19,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,167
Dec-19,Adult,118F Newcastle,23503
Dec-19,Child/Youth,118F Newcastle,5027
Dec-19,Concession,118F Newcastle,884
Dec-19,Employee,118F Newcastle,555
Dec-19,Free Travel,118F Newcastle,479
Dec-19,School Student,118F Newcastle,642
Dec-19,Senior/Pensioner,118F Newcastle,10357
Dec-19,Adult,F1 Manly,263472
Dec-19,CTP,F1 Manly,70682
Dec-19,Child/Youth,F1 Manly,44303
Dec-19,Concession,F1 Manly,7645
Dec-19,Day Pass without SAF,F1 Manly,26
Dec-19,Employee,F1 Manly,1582
Dec-19,Free Travel,F1 Manly,665
Dec-19,School Student,F1 Manly,837
Dec-19,Senior/Pensioner,F1 Manly,59853
Dec-19,Sgl Trip Ferry Adult,F1 Manly,16345
Dec-19,Sgl Trip Ferry Child/Youth,F1 Manly,4256
Dec-19,Adult,F2 Taronga Zoo,76834
Dec-19,CTP,F2 Taronga Zoo,18335
Dec-19,Child/Youth,F2 Taronga Zoo,17189
Dec-19,Concession,F2 Taronga Zoo,2152
Dec-19,Day Pass Child/Youth w/o SAF,F2 Taronga Zoo,24
Dec-19,Day Pass without SAF,F2 Taronga Zoo,49
Dec-19,Employee,F2 Taronga Zoo,304
Dec-19,Free Travel,F2 Taronga Zoo,92
Dec-19,School Student,F2 Taronga Zoo,101
Dec-19,Senior/Pensioner,F2 Taronga Zoo,11025
Dec-19,Sgl Trip Ferry Adult,F2 Taronga Zoo,6558
Dec-19,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,2252
Dec-19,Adult,F3 Parramatta River,134955
Dec-19,CTP,F3 Parramatta River,33357
Dec-19,Child/Youth,F3 Parramatta River,16714
Dec-19,Concession,F3 Parramatta River,3445
Dec-19,Day Pass without SAF,F3 Parramatta River,1
Dec-19,Employee,F3 Parramatta River,756
Dec-19,Free Travel,F3 Parramatta River,279
Dec-19,School Student,F3 Parramatta River,299
Dec-19,Senior/Pensioner,F3 Parramatta River,27219
Dec-19,Sgl Trip Ferry Adult,F3 Parramatta River,5957
Dec-19,Sgl Trip Ferry Child/Youth,F3 Parramatta River,2025
Dec-19,Adult,F4 Cross Harbour,229998
Dec-19,CTP,F4 Cross Harbour,64361
Dec-19,Child/Youth,F4 Cross Harbour,38467
Dec-19,Concession,F4 Cross Harbour,5504
Dec-19,Day Pass Child/Youth w/o SAF,F4 Cross Harbour,1
Dec-19,Day Pass without SAF,F4 Cross Harbour,3
Dec-19,Employee,F4 Cross Harbour,1203
Dec-19,Free Travel,F4 Cross Harbour,456
Dec-19,School Student,F4 Cross Harbour,422
Dec-19,Senior/Pensioner,F4 Cross Harbour,42946
Dec-19,Sgl Trip Ferry Adult,F4 Cross Harbour,14665
Dec-19,Sgl Trip Ferry Child/Youth,F4 Cross Harbour,5012
Dec-19,Adult,F5 Neutral Bay,25793
Dec-19,CTP,F5 Neutral Bay,7311
Dec-19,Child/Youth,F5 Neutral Bay,2394
Dec-19,Concession,F5 Neutral Bay,789
Dec-19,Employee,F5 Neutral Bay,186
Dec-19,Free Travel,F5 Neutral Bay,67
Dec-19,School Student,F5 Neutral Bay,20
Dec-19,Senior/Pensioner,F5 Neutral Bay,8782
Dec-19,Sgl Trip Ferry Adult,F5 Neutral Bay,1449
Dec-19,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,481
Dec-19,Adult,F6 Mosman Bay,36602
Dec-19,CTP,F6 Mosman Bay,9499
Dec-19,Child/Youth,F6 Mosman Bay,3471
Dec-19,Concession,F6 Mosman Bay,1423
Dec-19,Employee,F6 Mosman Bay,236
Dec-19,Free Travel,F6 Mosman Bay,73
Dec-19,School Student,F6 Mosman Bay,61
Dec-19,Senior/Pensioner,F6 Mosman Bay,11465
Dec-19,Sgl Trip Ferry Adult,F6 Mosman Bay,1429
Dec-19,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,545
Dec-19,Adult,F7 Double Bay,9696
Dec-19,CTP,F7 Double Bay,4613
Dec-19,Child/Youth,F7 Double Bay,832
Dec-19,Concession,F7 Double Bay,212
Dec-19,Employee,F7 Double Bay,21
Dec-19,Free Travel,F7 Double Bay,6
Dec-19,School Student,F7 Double Bay,4
Dec-19,Senior/Pensioner,F7 Double Bay,2977
Dec-19,Sgl Trip Ferry Adult,F7 Double Bay,426
Dec-19,Sgl Trip Ferry Child/Youth,F7 Double Bay,119
Dec-19,Adult,F8 Cockatoo Island,29569
Dec-19,CTP,F8 Cockatoo Island,7992
Dec-19,Child/Youth,F8 Cockatoo Island,4536
Dec-19,Concession,F8 Cockatoo Island,1032
Dec-19,Employee,F8 Cockatoo Island,204
Dec-19,Free Travel,F8 Cockatoo Island,51
Dec-19,School Student,F8 Cockatoo Island,124
Dec-19,Senior/Pensioner,F8 Cockatoo Island,7688
Dec-19,Sgl Trip Ferry Adult,F8 Cockatoo Island,1091
Dec-19,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,384
Jan-20,Adult,118F Newcastle,24617
Jan-20,CTP,118F Newcastle,1
Jan-20,Child/Youth,118F Newcastle,8821
Jan-20,Concession,118F Newcastle,875
Jan-20,Day Pass without SAF,118F Newcastle,1
Jan-20,Employee,118F Newcastle,489
Jan-20,Free Travel,118F Newcastle,455
Jan-20,School Student,118F Newcastle,209
Jan-20,Senior/Pensioner,118F Newcastle,11936
Jan-20,Adult,F1 Manly,247309
Jan-20,CTP,F1 Manly,75027
Jan-20,Child/Youth,F1 Manly,58196
Jan-20,Concession,F1 Manly,7104
Jan-20,Day Pass Child/Youth w/o SAF,F1 Manly,4
Jan-20,Day Pass without SAF,F1 Manly,22
Jan-20,Employee,F1 Manly,1714
Jan-20,Free Travel,F1 Manly,713
Jan-20,School Student,F1 Manly,147
Jan-20,Senior/Pensioner,F1 Manly,71192
Jan-20,Sgl Trip Ferry Adult,F1 Manly,16792
Jan-20,Sgl Trip Ferry Child/Youth,F1 Manly,5194
Jan-20,Adult,F2 Taronga Zoo,76371
Jan-20,CTP,F2 Taronga Zoo,20737
Jan-20,Child/Youth,F2 Taronga Zoo,23928
Jan-20,Concession,F2 Taronga Zoo,2295
Jan-20,Day Pass without SAF,F2 Taronga Zoo,3
Jan-20,Employee,F2 Taronga Zoo,277
Jan-20,Free Travel,F2 Taronga Zoo,116
Jan-20,School Student,F2 Taronga Zoo,37
Jan-20,Senior/Pensioner,F2 Taronga Zoo,12696
Jan-20,Sgl Trip Ferry Adult,F2 Taronga Zoo,6195
Jan-20,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,2567
Jan-20,Adult,F3 Parramatta River,137969
Jan-20,CTP,F3 Parramatta River,37058
Jan-20,Child/Youth,F3 Parramatta River,23145
Jan-20,Concession,F3 Parramatta River,3391
Jan-20,Employee,F3 Parramatta River,788
Jan-20,Free Travel,F3 Parramatta River,281
Jan-20,School Student,F3 Parramatta River,191
Jan-20,Senior/Pensioner,F3 Parramatta River,31468
Jan-20,Sgl Trip Ferry Adult,F3 Parramatta River,6144
Jan-20,Sgl Trip Ferry Child/Youth,F3 Parramatta River,2488
Jan-20,Adult,F4 Cross Harbour,216353
Jan-20,CTP,F4 Cross Harbour,67785
Jan-20,Child/Youth,F4 Cross Harbour,53219
Jan-20,Concession,F4 Cross Harbour,5302
Jan-20,Day Pass without SAF,F4 Cross Harbour,3
Jan-20,Employee,F4 Cross Harbour,1345
Jan-20,Free Travel,F4 Cross Harbour,435
Jan-20,School Student,F4 Cross Harbour,209
Jan-20,Senior/Pensioner,F4 Cross Harbour,49427
Jan-20,Sgl Trip Ferry Adult,F4 Cross Harbour,15213
Jan-20,Sgl Trip Ferry Child/Youth,F4 Cross Harbour,6402
Jan-20,Adult,F5 Neutral Bay,25732
Jan-20,CTP,F5 Neutral Bay,7469
Jan-20,Child/Youth,F5 Neutral Bay,2892
Jan-20,Concession,F5 Neutral Bay,635
Jan-20,Employee,F5 Neutral Bay,165
Jan-20,Free Travel,F5 Neutral Bay,56
Jan-20,School Student,F5 Neutral Bay,16
Jan-20,Senior/Pensioner,F5 Neutral Bay,8818
Jan-20,Sgl Trip Ferry Adult,F5 Neutral Bay,932
Jan-20,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,350
Jan-20,Adult,F6 Mosman Bay,36485
Jan-20,CTP,F6 Mosman Bay,11006
Jan-20,Child/Youth,F6 Mosman Bay,4302
Jan-20,Concession,F6 Mosman Bay,1388
Jan-20,Employee,F6 Mosman Bay,254
Jan-20,Free Travel,F6 Mosman Bay,78
Jan-20,School Student,F6 Mosman Bay,34
Jan-20,Senior/Pensioner,F6 Mosman Bay,11815
Jan-20,Sgl Trip Ferry Adult,F6 Mosman Bay,1562
Jan-20,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,666
Jan-20,Adult,F7 Double Bay,9727
Jan-20,CTP,F7 Double Bay,5412
Jan-20,Child/Youth,F7 Double Bay,1293
Jan-20,Concession,F7 Double Bay,212
Jan-20,Employee,F7 Double Bay,39
Jan-20,Free Travel,F7 Double Bay,9
Jan-20,School Student,F7 Double Bay,1
Jan-20,Senior/Pensioner,F7 Double Bay,3050
Jan-20,Sgl Trip Ferry Adult,F7 Double Bay,504
Jan-20,Sgl Trip Ferry Child/Youth,F7 Double Bay,193
Jan-20,Adult,F8 Cockatoo Island,28561
Jan-20,CTP,F8 Cockatoo Island,8174
Jan-20,Child/Youth,F8 Cockatoo Island,5119
Jan-20,Concession,F8 Cockatoo Island,968
Jan-20,Employee,F8 Cockatoo Island,199
Jan-20,Free Travel,F8 Cockatoo Island,49
Jan-20,School Student,F8 Cockatoo Island,70
Jan-20,Senior/Pensioner,F8 Cockatoo Island,7870
Jan-20,Sgl Trip Ferry Adult,F8 Cockatoo Island,1102
Jan-20,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,462
Feb-20,Adult,118F Newcastle,20390
Feb-20,CTP,118F Newcastle,1166
Feb-20,Child/Youth,118F Newcastle,2761
Feb-20,Concession,118F Newcastle,971
Feb-20,Employee,118F Newcastle,580
Feb-20,Free Travel,118F Newcastle,515
Feb-20,School Student,118F Newcastle,1436
Feb-20,Senior/Pensioner,118F Newcastle,10544
Feb-20,Adult,F1 Manly,166509
Feb-20,CTP,F1 Manly,54155
Feb-20,Child/Youth,F1 Manly,13461
Feb-20,Concession,F1 Manly,5785
Feb-20,Day Pass without SAF,F1 Manly,17
Feb-20,Employee,F1 Manly,1286
Feb-20,Free Travel,F1 Manly,523
Feb-20,School Student,F1 Manly,584
Feb-20,Senior/Pensioner,F1 Manly,49784
Feb-20,Sgl Trip Ferry Adult,F1 Manly,11510
Feb-20,Sgl Trip Ferry Child/Youth,F1 Manly,1159
Feb-20,Adult,F2 Taronga Zoo,45849
Feb-20,CTP,F2 Taronga Zoo,13928
Feb-20,Child/Youth,F2 Taronga Zoo,5597
Feb-20,Concession,F2 Taronga Zoo,1665
Feb-20,Day Pass without SAF,F2 Taronga Zoo,2
Feb-20,Employee,F2 Taronga Zoo,232
Feb-20,Free Travel,F2 Taronga Zoo,88
Feb-20,School Student,F2 Taronga Zoo,401
Feb-20,Senior/Pensioner,F2 Taronga Zoo,9718
Feb-20,Sgl Trip Ferry Adult,F2 Taronga Zoo,3818
Feb-20,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,581
Feb-20,Adult,F3 Parramatta River,115719
Feb-20,CTP,F3 Parramatta River,34088
Feb-20,Child/Youth,F3 Parramatta River,7004
Feb-20,Concession,F3 Parramatta River,3058
Feb-20,Employee,F3 Parramatta River,538
Feb-20,Free Travel,F3 Parramatta River,211
Feb-20,School Student,F3 Parramatta River,1469
Feb-20,Senior/Pensioner,F3 Parramatta River,24616
Feb-20,Sgl Trip Ferry Adult,F3 Parramatta River,3729
Feb-20,Sgl Trip Ferry Child/Youth,F3 Parramatta River,599
Feb-20,Adult,F4 Cross Harbour,153873
Feb-20,CTP,F4 Cross Harbour,58557
Feb-20,Child/Youth,F4 Cross Harbour,13332
Feb-20,Concession,F4 Cross Harbour,4353
Feb-20,Day Pass without SAF,F4 Cross Harbour,2
Feb-20,Employee,F4 Cross Harbour,993
Feb-20,Free Travel,F4 Cross Harbour,332
Feb-20,School Student,F4 Cross Harbour,1522
Feb-20,Senior/Pensioner,F4 Cross Harbour,36227
Feb-20,Sgl Trip Ferry Adult,F4 Cross Harbour,9199
Feb-20,Sgl Trip Ferry Child/Youth,F4 Cross Harbour,1384
Feb-20,Adult,F5 Neutral Bay,22021
Feb-20,CTP,F5 Neutral Bay,7230
Feb-20,Child/Youth,F5 Neutral Bay,901
Feb-20,Concession,F5 Neutral Bay,789
Feb-20,Employee,F5 Neutral Bay,163
Feb-20,Free Travel,F5 Neutral Bay,55
Feb-20,School Student,F5 Neutral Bay,184
Feb-20,Senior/Pensioner,F5 Neutral Bay,8219
Feb-20,Sgl Trip Ferry Adult,F5 Neutral Bay,698
Feb-20,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,105
Feb-20,Adult,F6 Mosman Bay,33717
Feb-20,CTP,F6 Mosman Bay,10536
Feb-20,Child/Youth,F6 Mosman Bay,1371
Feb-20,Concession,F6 Mosman Bay,1479
Feb-20,Employee,F6 Mosman Bay,237
Feb-20,Free Travel,F6 Mosman Bay,93
Feb-20,School Student,F6 Mosman Bay,238
Feb-20,Senior/Pensioner,F6 Mosman Bay,11482
Feb-20,Sgl Trip Ferry Adult,F6 Mosman Bay,1062
Feb-20,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,173
Feb-20,Adult,F7 Double Bay,8917
Feb-20,CTP,F7 Double Bay,4942
Feb-20,Child/Youth,F7 Double Bay,357
Feb-20,Concession,F7 Double Bay,247
Feb-20,Employee,F7 Double Bay,25
Feb-20,Free Travel,F7 Double Bay,3
Feb-20,School Student,F7 Double Bay,14
Feb-20,Senior/Pensioner,F7 Double Bay,2691
Feb-20,Sgl Trip Ferry Adult,F7 Double Bay,376
Feb-20,Sgl Trip Ferry Child/Youth,F7 Double Bay,45
Feb-20,Adult,F8 Cockatoo Island,27856
Feb-20,CTP,F8 Cockatoo Island,8376
Feb-20,Child/Youth,F8 Cockatoo Island,2619
Feb-20,Concession,F8 Cockatoo Island,1039
Feb-20,Employee,F8 Cockatoo Island,152
Feb-20,Free Travel,F8 Cockatoo Island,34
Feb-20,School Student,F8 Cockatoo Island,512
Feb-20,Senior/Pensioner,F8 Cockatoo Island,7518
Feb-20,Sgl Trip Ferry Adult,F8 Cockatoo Island,871
Feb-20,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,141
Mar-20,Adult,118F Newcastle,14885
Mar-20,CTP,118F Newcastle,5657
Mar-20,Child/Youth,118F Newcastle,1734
Mar-20,Concession,118F Newcastle,1068
Mar-20,Day Pass without SAF,118F Newcastle,1
Mar-20,Employee,118F Newcastle,351
Mar-20,Free Travel,118F Newcastle,340
Mar-20,School Student,118F Newcastle,979
Mar-20,Senior/Pensioner,118F Newcastle,7567
Mar-20,Adult,F1 Manly,106619
Mar-20,CTP,F1 Manly,36337
Mar-20,Child/Youth,F1 Manly,7112
Mar-20,Concession,F1 Manly,4491
Mar-20,Day Pass without SAF,F1 Manly,7
Mar-20,Employee,F1 Manly,883
Mar-20,Free Travel,F1 Manly,307
Mar-20,School Student,F1 Manly,680
Mar-20,Senior/Pensioner,F1 Manly,28691
Mar-20,Sgl Trip Ferry Adult,F1 Manly,5861
Mar-20,Sgl Trip Ferry Child/Youth,F1 Manly,774
Mar-20,Adult,F2 Taronga Zoo,27870
Mar-20,CTP,F2 Taronga Zoo,10097
Mar-20,Child/Youth,F2 Taronga Zoo,3593
Mar-20,Concession,F2 Taronga Zoo,1334
Mar-20,Employee,F2 Taronga Zoo,115
Mar-20,Free Travel,F2 Taronga Zoo,63
Mar-20,School Student,F2 Taronga Zoo,397
Mar-20,Senior/Pensioner,F2 Taronga Zoo,6024
Mar-20,Sgl Trip Ferry Adult,F2 Taronga Zoo,1839
Mar-20,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,342
Mar-20,Adult,F3 Parramatta River,74778
Mar-20,CTP,F3 Parramatta River,22640
Mar-20,Child/Youth,F3 Parramatta River,3958
Mar-20,Concession,F3 Parramatta River,2387
Mar-20,Day Pass without SAF,F3 Parramatta River,2
Mar-20,Employee,F3 Parramatta River,362
Mar-20,Free Travel,F3 Parramatta River,169
Mar-20,School Student,F3 Parramatta River,1279
Mar-20,Senior/Pensioner,F3 Parramatta River,14641
Mar-20,Sgl Trip Ferry Adult,F3 Parramatta River,1700
Mar-20,Sgl Trip Ferry Child/Youth,F3 Parramatta River,305
Mar-20,Adult,F4 Cross Harbour,93982
Mar-20,CTP,F4 Cross Harbour,37405
Mar-20,Child/Youth,F4 Cross Harbour,7458
Mar-20,Concession,F4 Cross Harbour,3108
Mar-20,Day Pass without SAF,F4 Cross Harbour,6
Mar-20,Employee,F4 Cross Harbour,685
Mar-20,Free Travel,F4 Cross Harbour,203
Mar-20,School Student,F4 Cross Harbour,1276
Mar-20,Senior/Pensioner,F4 Cross Harbour,20269
Mar-20,Sgl Trip Ferry Adult,F4 Cross Harbour,5002
Mar-20,Sgl Trip Ferry Child/Youth,F4 Cross Harbour,838
Mar-20,Adult,F5 Neutral Bay,15012
Mar-20,CTP,F5 Neutral Bay,4915
Mar-20,Child/Youth,F5 Neutral Bay,415
Mar-20,Concession,F5 Neutral Bay,519
Mar-20,Day Pass without SAF,F5 Neutral Bay,1
Mar-20,Employee,F5 Neutral Bay,130
Mar-20,Free Travel,F5 Neutral Bay,35
Mar-20,School Student,F5 Neutral Bay,149
Mar-20,Senior/Pensioner,F5 Neutral Bay,5390
Mar-20,Sgl Trip Ferry Adult,F5 Neutral Bay,427
Mar-20,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,59
Mar-20,Adult,F6 Mosman Bay,21449
Mar-20,CTP,F6 Mosman Bay,6798
Mar-20,Child/Youth,F6 Mosman Bay,685
Mar-20,Concession,F6 Mosman Bay,1044
Mar-20,Employee,F6 Mosman Bay,166
Mar-20,Free Travel,F6 Mosman Bay,56
Mar-20,School Student,F6 Mosman Bay,180
Mar-20,Senior/Pensioner,F6 Mosman Bay,6577
Mar-20,Sgl Trip Ferry Adult,F6 Mosman Bay,539
Mar-20,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,120
Mar-20,Adult,F7 Double Bay,5637
Mar-20,CTP,F7 Double Bay,3134
Mar-20,Child/Youth,F7 Double Bay,204
Mar-20,Concession,F7 Double Bay,165
Mar-20,Employee,F7 Double Bay,6
Mar-20,Free Travel,F7 Double Bay,6
Mar-20,School Student,F7 Double Bay,3
Mar-20,Senior/Pensioner,F7 Double Bay,1670
Mar-20,Sgl Trip Ferry Adult,F7 Double Bay,197
Mar-20,Sgl Trip Ferry Child/Youth,F7 Double Bay,16
Mar-20,Adult,F8 Cockatoo Island,19062
Mar-20,CTP,F8 Cockatoo Island,5827
Mar-20,Child/Youth,F8 Cockatoo Island,1501
Mar-20,Concession,F8 Cockatoo Island,860
Mar-20,Employee,F8 Cockatoo Island,134
Mar-20,Free Travel,F8 Cockatoo Island,37
Mar-20,School Student,F8 Cockatoo Island,431
Mar-20,Senior/Pensioner,F8 Cockatoo Island,4642
Mar-20,Sgl Trip Ferry Adult,F8 Cockatoo Island,517
Mar-20,Sgl Trip Ferry Child/Youth,F8 Cockatoo Island,79
Apr-20,Adult,118F Newcastle,4004
Apr-20,CTP,118F Newcastle,1632
Apr-20,Child/Youth,118F Newcastle,377
Apr-20,Concession,118F Newcastle,239
Apr-20,Employee,118F Newcastle,142
Apr-20,Free Travel,118F Newcastle,172
Apr-20,School Student,118F Newcastle,48
Apr-20,Senior/Pensioner,118F Newcastle,2429
Apr-20,Adult,F1 Manly,12233
Apr-20,CTP,F1 Manly,4490
Apr-20,Child/Youth,F1 Manly,400
Apr-20,Concession,F1 Manly,373
Apr-20,Day Pass without SAF,F1 Manly,2
Apr-20,Employee,F1 Manly,257
Apr-20,Free Travel,F1 Manly,96
Apr-20,School Student,F1 Manly,2
Apr-20,Senior/Pensioner,F1 Manly,5475
Apr-20,Sgl Trip Ferry Adult,F1 Manly,156
Apr-20,Sgl Trip Ferry Child/Youth,F1 Manly,94
Apr-20,Adult,F2 Taronga Zoo,1888
Apr-20,CTP,F2 Taronga Zoo,824
Apr-20,Child/Youth,F2 Taronga Zoo,72
Apr-20,Concession,F2 Taronga Zoo,34
Apr-20,Employee,F2 Taronga Zoo,27
Apr-20,Free Travel,F2 Taronga Zoo,1
Apr-20,Senior/Pensioner,F2 Taronga Zoo,675
Apr-20,Sgl Trip Ferry Adult,F2 Taronga Zoo,18
Apr-20,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,6
Apr-20,Adult,F3 Parramatta River,7389
Apr-20,CTP,F3 Parramatta River,2401
Apr-20,Child/Youth,F3 Parramatta River,321
Apr-20,Concession,F3 Parramatta River,429
Apr-20,Employee,F3 Parramatta River,102
Apr-20,Free Travel,F3 Parramatta River,22
Apr-20,School Student,F3 Parramatta River,7
Apr-20,Senior/Pensioner,F3 Parramatta River,1984
Apr-20,Sgl Trip Ferry Adult,F3 Parramatta River,56
Apr-20,Sgl Trip Ferry Child/Youth,F3 Parramatta River,23
Apr-20,Adult,F4 Cross Harbour,11293
Apr-20,CTP,F4 Cross Harbour,6289
Apr-20,Child/Youth,F4 Cross Harbour,649
Apr-20,Concession,F4 Cross Harbour,316
Apr-20,Employee,F4 Cross Harbour,309
Apr-20,Free Travel,F4 Cross Harbour,35
Apr-20,School Student,F4 Cross Harbour,21
Apr-20,Senior/Pensioner,F4 Cross Harbour,3659
Apr-20,Sgl Trip Ferry Adult,F4 Cross Harbour,206
Apr-20,Sgl Trip Ferry Child/Youth,F4 Cross Harbour,112
Apr-20,Adult,F5 Neutral Bay,2641
